Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU1229,28.78,27,404,3837.19,Non-binary,63,6,67,28,Carrier C,235.63,Supplier 3,Chennai,12,781,4,26.87,Pass,4.927617,Sea,Route C,348.76
cosmetics,SKU1230,32.83,99,685,2788.6,Male,93,27,69,6,Carrier A,772.71,Supplier 2,Delhi,19,601,14,76.5,Pending,1.873617,Rail,Route B,726.94
cosmetics,SKU1231,34.63,30,203,9870.45,Female,69,14,18,9,Carrier C,468.93,Supplier 4,Kolkata,26,919,8,79.14,Pending,0.386938,Air,Route B,873.45
cosmetics,SKU1232,17.32,30,452,9372.64,Male,67,16,35,20,Carrier A,724.03,Supplier 5,Chennai,12,379,6,50.71,Pass,4.092394,Air,Route A,809.1
cosmetics,SKU1233,39.44,23,655,2650.29,Female,50,10,14,27,Carrier B,843.61,Supplier 3,Mumbai,19,937,26,20.23,Fail,0.257475,Sea,Route B,113.38
cosmetics,SKU1234,8.67,91,7,5518.81,Female,30,18,58,7,Carrier A,659.02,Supplier 1,Chennai,28,374,26,64.38,Fail,4.172901,Sea,Route A,826.39
skincare,SKU1235,90.75,42,977,3510.13,Female,11,20,92,29,Carrier B,288.36,Supplier 2,Bangalore,14,231,25,22.98,Pending,2.463829,Air,Route C,127.4
haircare,SKU1236,78.23,55,102,3413.92,Male,41,13,18,10,Carrier C,532.51,Supplier 2,Bangalore,2,620,17,54.01,Fail,3.276831,Air,Route A,749.63
cosmetics,SKU1237,24.68,15,57,4890.88,Unknown,29,14,43,21,Carrier B,290.93,Supplier 5,Kolkata,19,910,12,71.45,Pass,3.001825,Rail,Route C,731.39
cosmetics,SKU1238,50.47,5,88,1590.64,Non-binary,22,9,51,26,Carrier C,100.95,Supplier 2,Chennai,4,665,2,67.1,Fail,4.995353,Air,Route C,668.6
skincare,SKU1239,28.25,20,426,6477.64,Female,84,27,52,20,Carrier B,261.55,Supplier 4,Bangalore,29,848,29,98.84,Fail,2.071372,Rail,Route C,390.99
haircare,SKU1240,99.45,96,263,2145.16,Female,13,19,4,24,Carrier A,310.4,Supplier 1,Mumbai,21,414,10,91.92,Pass,2.36869,Air,Route A,401.69
skincare,SKU1241,49.39,13,664,6839.19,Male,4,5,87,2,Carrier C,328.71,Supplier 5,Bangalore,12,146,9,42.93,Pending,4.929603,Air,Route B,438.03
cosmetics,SKU1242,30.21,44,649,6501.78,Female,93,16,9,2,Carrier B,446.21,Supplier 1,Kolkata,4,378,20,98.26,Pending,2.484449,Sea,Route A,426.99
haircare,SKU1243,24.71,81,528,4013.51,Male,43,10,50,20,Carrier A,579.76,Supplier 1,Mumbai,23,167,23,58.41,Pass,4.011874,Air,Route A,702.83
skincare,SKU1244,64.22,77,923,4125.64,Female,43,19,51,10,Carrier B,576.15,Supplier 5,Delhi,17,337,29,45.63,Pass,0.217188,Road,Route B,821.21
haircare,SKU1245,83.18,34,991,3680.69,Unknown,34,23,18,13,Carrier C,602.46,Supplier 2,Mumbai,16,943,16,80.32,Fail,3.858429,Sea,Route B,264.24
skincare,SKU1246,9.09,43,402,6133.77,Non-binary,9,13,32,11,Carrier B,164.28,Supplier 3,Chennai,14,133,16,22.47,Pending,1.011196,Sea,Route B,167.56
skincare,SKU1247,63.87,61,389,4698.3,Male,17,17,34,21,Carrier A,808.63,Supplier 3,Chennai,28,122,5,28.44,Pending,2.917521,Sea,Route B,482.2
haircare,SKU1248,9.77,51,97,7857.67,Male,80,25,68,13,Carrier B,397.29,Supplier 3,Mumbai,11,429,17,58.83,Fail,0.44881,Road,Route C,143.73
haircare,SKU1249,93.14,84,732,8386.24,Male,29,17,63,23,Carrier C,830.59,Supplier 5,Bangalore,25,930,9,99.92,Fail,1.00651,Road,Route C,178.05
haircare,SKU1250,72.99,92,266,2286.24,Male,29,16,21,17,Carrier A,639.3,Supplier 4,Delhi,14,878,12,54.41,Pending,2.953781,Road,Route B,463.35
skincare,SKU1251,97.06,85,994,4830.02,Unknown,21,26,23,10,Carrier A,71.26,Supplier 4,Chennai,10,837,9,59.04,Pending,4.371188,Sea,Route B,646.23
cosmetics,SKU1252,41.65,97,910,2798.49,Male,28,28,38,17,Carrier C,948.92,Supplier 4,Mumbai,14,789,24,56.34,Pass,4.75158,Air,Route C,396.09
haircare,SKU1253,55.67,73,13,8437.1,Male,89,21,43,1,Carrier C,429.11,Supplier 5,Bangalore,9,199,10,96.51,Fail,4.40699,Air,Route B,203.53
cosmetics,SKU1254,98.17,28,658,6543.8,Male,83,26,63,5,Carrier A,832.84,Supplier 2,Delhi,2,560,22,25.83,Pass,4.289533,Road,Route C,791.51
cosmetics,SKU1255,41.01,34,534,9659.5,Unknown,10,28,79,28,Carrier A,669.94,Supplier 1,Bangalore,28,648,28,70.15,Fail,3.129753,Rail,Route A,265.18
haircare,SKU1256,72.62,17,518,9386.59,Female,39,24,31,26,Carrier A,445.01,Supplier 2,Mumbai,19,776,2,90.48,Fail,4.612517,Air,Route B,128.69
skincare,SKU1257,17.66,3,413,8951.81,Unknown,19,11,62,18,Carrier B,849.39,Supplier 4,Delhi,13,464,3,31.94,Fail,4.608361,Air,Route B,648.59
haircare,SKU1258,37.95,51,340,8368.29,Male,48,29,40,29,Carrier C,764.33,Supplier 5,Mumbai,21,550,10,27.55,Pass,4.906229,Rail,Route C,893.45
haircare,SKU1259,91.88,25,789,1614.84,Male,38,4,65,22,Carrier B,313.43,Supplier 4,Mumbai,15,918,20,56.11,Fail,4.761448,Sea,Route B,107.88
cosmetics,SKU1260,59.81,32,659,7168.96,Unknown,59,20,15,15,Carrier C,660.94,Supplier 4,Delhi,17,274,13,41.06,Pending,1.743577,Air,Route B,511.82
cosmetics,SKU1261,33.66,28,548,6029.28,Male,77,29,37,16,Carrier B,776.01,Supplier 3,Bangalore,11,425,23,88.86,Fail,2.976382,Air,Route A,426.42
haircare,SKU1262,21.48,24,733,6620.2,Unknown,69,3,69,6,Carrier C,204.88,Supplier 3,Kolkata,10,712,11,81.7,Pass,3.738378,Sea,Route A,442.24
cosmetics,SKU1263,69.4,97,361,4127.5,Unknown,15,15,24,2,Carrier C,983.66,Supplier 2,Delhi,8,392,24,21.14,Pass,0.016804,Air,Route B,174.49
cosmetics,SKU1264,88.02,69,132,3870.38,Unknown,70,26,87,4,Carrier A,795.13,Supplier 3,Delhi,22,258,16,67.85,Fail,1.283001,Road,Route A,166.97
haircare,SKU1265,75.4,2,732,3804.78,Female,75,29,67,9,Carrier A,476.21,Supplier 3,Kolkata,8,267,9,32.49,Pass,1.087921,Sea,Route B,890.42
skincare,SKU1266,87.04,29,338,5704.58,Unknown,63,14,38,9,Carrier C,508.64,Supplier 3,Chennai,14,836,19,72.4,Pass,1.794847,Road,Route C,348.78
skincare,SKU1267,35.78,12,120,6749.27,Unknown,74,13,18,3,Carrier B,119.63,Supplier 4,Mumbai,26,108,20,29.28,Pass,4.54871,Air,Route A,563.97
haircare,SKU1268,46.84,33,754,2351.07,Unknown,68,11,87,7,Carrier B,417.49,Supplier 3,Delhi,23,476,10,75.31,Fail,3.064019,Sea,Route A,414.33
haircare,SKU1269,61.22,45,981,3316.56,Female,80,17,33,20,Carrier B,620.53,Supplier 4,Mumbai,7,314,8,24.08,Pass,0.266164,Air,Route C,143.52
cosmetics,SKU1270,5.85,32,495,8941.6,Unknown,73,13,44,12,Carrier C,635.15,Supplier 1,Delhi,27,139,4,53.16,Pass,1.689214,Rail,Route C,434.26
haircare,SKU1271,16.99,51,670,4592.07,Male,27,22,74,6,Carrier C,749.85,Supplier 5,Bangalore,16,621,12,61.87,Pass,3.222799,Rail,Route B,508.47
cosmetics,SKU1272,64.3,62,334,7895.36,Female,53,14,34,22,Carrier A,503.37,Supplier 2,Mumbai,19,167,25,34.62,Pending,2.703768,Sea,Route C,876.79
haircare,SKU1273,29.32,93,728,8780.48,Unknown,51,15,76,24,Carrier A,864.24,Supplier 4,Bangalore,9,581,9,69.23,Pass,4.516238,Rail,Route B,169.41
haircare,SKU1274,59.41,97,774,4214.99,Unknown,78,19,31,9,Carrier A,822.29,Supplier 4,Kolkata,4,876,22,44.44,Fail,3.636689,Rail,Route A,392.03
skincare,SKU1275,83.67,35,912,7895.9,Male,6,7,79,19,Carrier B,205.4,Supplier 2,Bangalore,29,761,15,72.73,Pending,2.051011,Road,Route C,375.06
cosmetics,SKU1276,15.57,22,647,6332.04,Male,46,1,26,6,Carrier A,165.78,Supplier 1,Mumbai,22,206,24,37.29,Pending,3.35124,Road,Route B,603.22
haircare,SKU1277,41.54,64,331,3617.69,Non-binary,3,4,15,19,Carrier A,292.39,Supplier 2,Kolkata,23,859,5,40.27,Pass,1.430941,Rail,Route B,462.59
haircare,SKU1278,76.07,13,317,9271.8,Male,94,4,72,15,Carrier A,835.38,Supplier 5,Bangalore,10,834,23,31.35,Fail,3.304544,Air,Route A,176.62
skincare,SKU1279,37.64,33,511,6051.11,Unknown,73,16,70,3,Carrier B,467.72,Supplier 2,Kolkata,25,972,21,50.76,Fail,3.872755,Air,Route A,756.26
haircare,SKU1280,28.47,72,150,9681.75,Unknown,86,2,46,20,Carrier A,437.98,Supplier 1,Kolkata,4,350,26,33.67,Pass,3.930625,Rail,Route C,866.46
haircare,SKU1281,80.36,96,153,3930.07,Female,90,19,71,29,Carrier B,290.02,Supplier 5,Bangalore,16,741,19,24.38,Pending,2.161075,Rail,Route C,252.08
skincare,SKU1282,20.09,44,917,4143.85,Female,13,24,24,3,Carrier A,401.37,Supplier 3,Chennai,13,311,2,67.43,Pending,4.821968,Rail,Route A,756.48
skincare,SKU1283,16.28,56,514,5966.45,Female,66,18,66,15,Carrier B,589.52,Supplier 3,Bangalore,14,915,20,75.51,Pass,2.305236,Rail,Route A,605.23
cosmetics,SKU1284,59.3,56,645,5796.79,Non-binary,19,8,83,24,Carrier A,640.23,Supplier 5,Bangalore,19,523,1,45.49,Pass,3.170816,Rail,Route A,791.63
cosmetics,SKU1285,96.65,62,379,2444.94,Non-binary,83,3,34,15,Carrier A,895.38,Supplier 1,Kolkata,1,455,12,70.2,Fail,0.594763,Rail,Route A,793.73
cosmetics,SKU1286,83.69,51,155,1430.11,Non-binary,15,16,81,16,Carrier C,826.52,Supplier 3,Mumbai,1,471,18,76.33,Pending,2.928001,Air,Route C,508.07
haircare,SKU1287,83.31,98,73,7312.54,Female,82,16,76,29,Carrier B,505.82,Supplier 1,Delhi,18,529,2,21.91,Pending,2.987022,Rail,Route C,497.15
cosmetics,SKU1288,35.7,13,215,2297.5,Male,91,2,66,28,Carrier C,168.06,Supplier 5,Mumbai,5,415,11,32.67,Pending,0.818253,Sea,Route B,404.66
skincare,SKU1289,34.77,1,276,2725.44,Male,98,10,97,19,Carrier C,70.78,Supplier 3,Chennai,3,678,15,63.72,Pass,1.250613,Sea,Route C,991.56
cosmetics,SKU1290,31.42,89,784,6494.99,Female,1,9,43,12,Carrier B,177.64,Supplier 2,Chennai,16,478,7,39.43,Pass,2.933501,Air,Route B,955.63
haircare,SKU1291,76.83,55,779,8776.41,Female,75,2,1,25,Carrier B,984.12,Supplier 4,Kolkata,8,535,8,52.15,Pass,2.400913,Rail,Route C,738.75
haircare,SKU1292,69.38,88,159,2859.51,Unknown,31,21,19,27,Carrier A,521.79,Supplier 3,Kolkata,5,728,19,88.99,Pass,3.506567,Road,Route B,279.4
cosmetics,SKU1293,68.62,79,292,5977.19,Non-binary,55,15,50,6,Carrier A,56.92,Supplier 3,Chennai,13,281,3,97.6,Pass,1.181154,Air,Route C,100.18
cosmetics,SKU1294,81.9,33,34,7763.05,Unknown,98,13,51,9,Carrier B,849.47,Supplier 5,Chennai,16,506,9,52.5,Pass,0.218749,Sea,Route A,419.97
cosmetics,SKU1295,94.48,25,972,5832.82,Female,94,21,37,8,Carrier A,106.6,Supplier 5,Mumbai,3,150,8,60.6,Pending,3.418224,Sea,Route B,694.68
cosmetics,SKU1296,59.08,32,308,7028.3,Female,57,12,77,18,Carrier B,173.28,Supplier 1,Kolkata,10,962,2,70.78,Fail,4.442861,Air,Route C,487.3
haircare,SKU1297,35.17,98,920,5479.09,Male,73,13,66,9,Carrier B,736.82,Supplier 5,Bangalore,23,883,1,67.65,Pass,4.659077,Air,Route C,933.39
cosmetics,SKU1298,54.35,8,863,8549.15,Male,39,3,46,14,Carrier A,940.25,Supplier 4,Chennai,28,555,23,47.64,Fail,2.678274,Sea,Route B,904.12
skincare,SKU1299,77.26,7,185,1038.58,Male,87,16,61,21,Carrier C,974.18,Supplier 2,Delhi,13,766,9,32.57,Fail,2.031781,Road,Route A,915.19
haircare,SKU1300,8.99,74,846,1811.1,Non-binary,46,23,76,23,Carrier C,877.72,Supplier 3,Chennai,12,670,15,99.02,Pass,2.294179,Sea,Route B,865.89
cosmetics,SKU1301,62.77,87,956,6729.14,Unknown,87,5,61,26,Carrier C,435.13,Supplier 3,Delhi,2,646,26,40.53,Pass,0.257544,Air,Route A,437.95
haircare,SKU1302,61.9,67,395,5091.6,Unknown,45,12,70,23,Carrier B,474.24,Supplier 5,Kolkata,17,394,14,32.49,Pass,0.307612,Road,Route C,906.99
cosmetics,SKU1303,77.61,13,791,1672.2,Female,79,9,83,21,Carrier B,453.99,Supplier 3,Mumbai,7,495,12,93.11,Fail,3.570169,Rail,Route A,207.7
haircare,SKU1304,78.93,88,823,7567.55,Female,27,24,40,1,Carrier B,605.79,Supplier 1,Chennai,21,270,21,45.85,Pass,2.310806,Road,Route B,158.57
haircare,SKU1305,29.38,70,632,2909.99,Unknown,4,1,79,7,Carrier A,777.41,Supplier 1,Kolkata,22,393,22,50.11,Pending,0.419308,Air,Route B,906.84
haircare,SKU1306,66.53,47,826,8905.83,Female,97,2,3,26,Carrier C,202.62,Supplier 5,Delhi,18,235,15,87.99,Fail,0.656816,Air,Route C,130.02
cosmetics,SKU1307,6.85,47,759,5043.03,Female,99,10,68,7,Carrier C,319.63,Supplier 1,Delhi,21,635,19,42.26,Fail,2.202271,Road,Route C,907.55
skincare,SKU1308,28.81,56,406,2796.57,Non-binary,52,15,47,19,Carrier B,617.97,Supplier 4,Bangalore,1,483,5,55.09,Fail,2.656567,Rail,Route A,921.93
cosmetics,SKU1309,17.92,49,880,2370.44,Non-binary,52,18,60,15,Carrier B,177.2,Supplier 4,Mumbai,7,591,1,23.63,Fail,1.302567,Sea,Route B,360.08
skincare,SKU1310,23.13,17,57,9115.86,Non-binary,46,13,65,16,Carrier B,223.13,Supplier 5,Delhi,25,658,3,38.33,Fail,2.82996,Sea,Route B,260.78
haircare,SKU1311,85.41,31,428,6350.94,Male,33,15,37,12,Carrier C,210.9,Supplier 3,Kolkata,10,951,28,91.05,Fail,1.665761,Road,Route B,434.61
cosmetics,SKU1312,30.24,24,930,8847.94,Female,83,2,49,6,Carrier C,824.66,Supplier 2,Mumbai,13,488,10,51.86,Pass,0.010966,Rail,Route A,781.65
cosmetics,SKU1313,72.9,1,13,5927.2,Male,98,3,22,29,Carrier C,681.23,Supplier 2,Mumbai,18,434,11,99.17,Fail,2.940848,Road,Route B,964.42
skincare,SKU1314,34.07,13,71,6906.24,Female,83,19,33,22,Carrier A,955.27,Supplier 1,Kolkata,28,168,13,99.99,Pass,3.437605,Road,Route C,900.96
skincare,SKU1315,62.2,88,215,1135.03,Unknown,23,19,92,14,Carrier A,548.62,Supplier 1,Mumbai,27,969,3,71.3,Pending,2.117309,Air,Route A,374.8
skincare,SKU1316,35.83,23,434,8737.6,Non-binary,34,17,43,6,Carrier B,852.65,Supplier 3,Chennai,17,998,17,87.79,Fail,0.007243,Road,Route C,670.79
skincare,SKU1317,23.49,35,199,2552.37,Male,32,11,54,13,Carrier C,917.61,Supplier 5,Kolkata,20,843,1,78.63,Pending,2.031618,Sea,Route A,762.74
haircare,SKU1318,39.97,63,361,9017.16,Non-binary,4,9,72,23,Carrier B,878.93,Supplier 4,Delhi,15,390,23,62.86,Pending,4.134956,Air,Route A,440.44
cosmetics,SKU1319,11.35,60,535,6657.05,Non-binary,49,28,7,2,Carrier A,914.55,Supplier 3,Kolkata,16,859,12,94.52,Pending,2.589645,Road,Route A,183.38
cosmetics,SKU1320,56.44,78,716,2224.4,Male,6,9,41,15,Carrier C,968.37,Supplier 3,Delhi,18,630,26,36.02,Pending,3.409166,Rail,Route A,393.39
haircare,SKU1321,52.9,36,146,1983.46,Non-binary,64,7,75,15,Carrier C,390.26,Supplier 2,Chennai,7,599,9,80.65,Fail,4.103559,Sea,Route C,972.16
skincare,SKU1322,38.43,72,227,8068.53,Unknown,16,3,80,6,Carrier C,660.34,Supplier 1,Mumbai,2,561,19,51.55,Fail,4.136355,Road,Route C,837.72
skincare,SKU1323,80.52,54,321,5392.95,Non-binary,38,7,26,12,Carrier B,948.39,Supplier 1,Delhi,27,636,5,90.36,Fail,3.847267,Road,Route A,473.9
cosmetics,SKU1324,66.85,42,399,5351.84,Male,19,23,25,2,Carrier B,480.63,Supplier 3,Kolkata,23,731,22,55.38,Fail,3.271409,Sea,Route C,975.94
cosmetics,SKU1325,96.92,94,968,8367.59,Female,28,14,5,24,Carrier A,648.95,Supplier 4,Delhi,17,606,26,74.08,Pending,3.704419,Sea,Route B,305.23
haircare,SKU1326,93.51,40,643,8809.55,Male,85,7,74,20,Carrier A,500.64,Supplier 1,Kolkata,27,473,5,92.76,Fail,0.243316,Rail,Route C,397.8
cosmetics,SKU1327,94.6,5,507,2542.9,Male,41,27,3,10,Carrier C,120.77,Supplier 2,Kolkata,13,515,1,32.07,Pass,4.089233,Rail,Route C,585.2
haircare,SKU1328,75.81,4,720,3133.16,Non-binary,43,6,99,10,Carrier A,736.29,Supplier 2,Delhi,17,932,12,57.75,Pending,1.821156,Rail,Route B,783.41
haircare,SKU1329,45.62,16,166,9718.01,Unknown,85,14,63,6,Carrier A,401.62,Supplier 1,Chennai,20,396,19,74.38,Pass,1.816181,Sea,Route A,818.51
skincare,SKU1330,6.83,1,605,3385.95,Unknown,63,23,7,20,Carrier C,285.18,Supplier 1,Kolkata,8,109,20,96.39,Pending,2.965988,Sea,Route A,227.86
skincare,SKU1331,38.08,37,673,8538.31,Male,27,12,38,11,Carrier C,557.17,Supplier 4,Bangalore,12,896,22,80.53,Fail,4.916094,Road,Route C,298.61
cosmetics,SKU1332,74.71,77,46,5341.16,Unknown,59,23,81,19,Carrier A,691.63,Supplier 4,Delhi,27,623,29,79.88,Pass,0.722537,Sea,Route B,249.26
haircare,SKU1333,86.75,58,955,2891.66,Male,16,11,34,20,Carrier B,199.33,Supplier 4,Kolkata,26,656,14,88.63,Pending,1.328437,Air,Route C,232.49
haircare,SKU1334,35.83,26,905,8326.02,Male,55,16,25,1,Carrier B,393.38,Supplier 5,Delhi,3,890,22,21.16,Pass,3.230069,Sea,Route A,497.34
skincare,SKU1335,60.96,28,887,5767.03,Non-binary,34,13,78,21,Carrier C,196.24,Supplier 5,Kolkata,4,150,26,59.76,Pass,1.499425,Rail,Route C,868.5
cosmetics,SKU1336,78.8,31,837,8725.62,Male,60,10,48,17,Carrier C,760.32,Supplier 5,Mumbai,3,592,24,72.13,Fail,3.009563,Sea,Route C,576.23
cosmetics,SKU1337,62.31,81,350,7546.87,Unknown,51,11,13,3,Carrier B,374.42,Supplier 1,Delhi,19,510,3,31.4,Pending,1.748767,Rail,Route B,669.49
skincare,SKU1338,63.17,45,51,1359.67,Unknown,96,2,19,2,Carrier A,475.02,Supplier 1,Chennai,7,106,21,62.12,Pending,1.786053,Road,Route C,343.35
cosmetics,SKU1339,63.69,88,268,5940.35,Unknown,48,2,16,29,Carrier B,810.27,Supplier 3,Chennai,2,731,7,78.78,Pending,4.292234,Road,Route C,479.2
haircare,SKU1340,10.85,54,117,5512.57,Female,5,5,90,26,Carrier B,992.61,Supplier 1,Kolkata,2,853,18,69.16,Fail,2.094242,Road,Route A,235.57
cosmetics,SKU1341,92.4,4,328,7274.49,Female,33,17,77,23,Carrier C,585.43,Supplier 1,Kolkata,14,566,17,45.93,Pending,1.244215,Road,Route C,712.49
cosmetics,SKU1342,57.16,25,825,2267.44,Non-binary,22,11,10,22,Carrier C,125.97,Supplier 2,Bangalore,8,226,6,49.9,Fail,1.180149,Rail,Route A,803.51
haircare,SKU1343,66.38,10,542,1052.77,Female,27,15,6,7,Carrier B,550.52,Supplier 2,Delhi,20,758,4,28.31,Fail,0.210364,Sea,Route B,512.41
cosmetics,SKU1344,17.47,21,789,4315.22,Female,8,10,19,25,Carrier C,415.13,Supplier 5,Delhi,18,281,6,53.09,Pass,0.016239,Rail,Route B,418.91
cosmetics,SKU1345,25.02,57,235,9689.37,Female,24,16,63,19,Carrier B,53.57,Supplier 2,Bangalore,18,705,9,58.07,Pass,0.160027,Rail,Route A,122.03
cosmetics,SKU1346,42.24,1,262,1535.99,Unknown,66,10,98,13,Carrier B,371.2,Supplier 2,Delhi,12,853,9,65.53,Pending,0.361308,Sea,Route A,367.56
skincare,SKU1347,17.01,10,132,5430.75,Male,66,1,88,4,Carrier C,859.47,Supplier 3,Mumbai,26,783,5,49.66,Fail,3.439635,Road,Route C,419.39
cosmetics,SKU1348,30.31,80,598,1014.74,Unknown,48,24,4,3,Carrier B,389.11,Supplier 1,Delhi,25,525,14,30.12,Pending,0.002406,Rail,Route B,862.19
cosmetics,SKU1349,55.57,45,781,7404.37,Male,94,8,88,6,Carrier C,428.66,Supplier 4,Delhi,9,755,11,87.01,Pending,3.682636,Rail,Route B,274.33
skincare,SKU1350,26.57,42,407,1740.65,Unknown,4,17,93,24,Carrier A,365.1,Supplier 4,Delhi,11,891,4,48.7,Fail,0.917331,Sea,Route C,540.98
skincare,SKU1351,27.96,49,505,7989.03,Female,61,21,12,9,Carrier C,769.45,Supplier 5,Kolkata,17,463,27,36.01,Pass,2.510519,Rail,Route B,931.68
cosmetics,SKU1352,26.0,48,714,7702.31,Male,99,29,95,23,Carrier A,133.54,Supplier 2,Bangalore,3,423,25,74.19,Pending,1.530243,Rail,Route A,756.76
cosmetics,SKU1353,41.66,97,901,6044.51,Unknown,24,1,86,28,Carrier C,121.82,Supplier 1,Delhi,16,754,18,70.13,Pass,3.151397,Air,Route B,813.51
cosmetics,SKU1354,25.96,70,786,9943.65,Unknown,50,3,69,22,Carrier C,553.39,Supplier 4,Mumbai,29,801,23,35.16,Fail,1.406469,Sea,Route B,987.87
skincare,SKU1355,76.12,72,775,5412.45,Male,86,1,94,16,Carrier C,389.06,Supplier 1,Chennai,11,830,16,74.36,Pending,0.992926,Rail,Route B,462.21
haircare,SKU1356,76.49,82,1,5171.93,Female,35,10,96,3,Carrier B,457.02,Supplier 3,Delhi,17,962,29,28.5,Pass,3.612792,Air,Route A,302.15
skincare,SKU1357,22.08,12,536,4219.22,Non-binary,99,24,40,26,Carrier A,479.15,Supplier 5,Kolkata,27,619,11,92.01,Pending,4.765255,Road,Route C,104.44
haircare,SKU1358,76.29,68,321,9127.78,Non-binary,87,28,73,14,Carrier B,263.04,Supplier 4,Kolkata,9,145,28,93.27,Fail,3.467241,Road,Route A,779.73
haircare,SKU1359,41.0,96,11,5524.59,Female,77,25,98,19,Carrier A,696.51,Supplier 5,Bangalore,12,118,13,53.83,Fail,1.433082,Sea,Route C,109.12
skincare,SKU1360,38.56,58,372,7988.82,Male,66,7,61,11,Carrier A,224.39,Supplier 1,Bangalore,20,515,9,65.29,Fail,2.784227,Road,Route B,975.98
skincare,SKU1361,83.0,92,954,7946.22,Unknown,97,19,21,9,Carrier B,440.1,Supplier 1,Kolkata,19,402,29,96.51,Pending,0.806263,Air,Route A,242.02
skincare,SKU1362,65.64,81,888,7751.54,Non-binary,92,28,36,6,Carrier B,468.64,Supplier 5,Bangalore,4,814,11,74.62,Fail,4.395831,Sea,Route C,562.36
haircare,SKU1363,21.48,4,672,9386.18,Non-binary,33,1,89,10,Carrier A,405.78,Supplier 5,Mumbai,17,311,27,62.8,Pass,4.088085,Air,Route A,943.29
haircare,SKU1364,23.21,57,894,4268.51,Non-binary,5,17,52,1,Carrier A,986.73,Supplier 1,Chennai,6,778,24,75.35,Pass,0.772268,Air,Route B,528.0
cosmetics,SKU1365,14.35,60,260,2994.7,Unknown,24,2,44,4,Carrier C,803.83,Supplier 5,Kolkata,27,329,10,86.71,Fail,0.638095,Road,Route C,778.3
cosmetics,SKU1366,47.59,62,658,3716.53,Female,65,5,18,5,Carrier C,581.27,Supplier 4,Bangalore,22,117,3,33.0,Fail,2.901163,Rail,Route C,730.9
haircare,SKU1367,68.4,53,486,1785.25,Female,64,8,57,16,Carrier B,495.53,Supplier 1,Delhi,9,588,7,54.75,Pass,4.393825,Air,Route B,601.46
cosmetics,SKU1368,82.2,6,530,5445.56,Unknown,13,22,63,12,Carrier C,997.84,Supplier 5,Mumbai,14,845,27,29.42,Pending,0.062522,Air,Route A,473.36
haircare,SKU1369,35.26,98,78,5721.25,Unknown,95,1,56,22,Carrier A,845.25,Supplier 3,Kolkata,9,463,15,98.53,Pending,1.545318,Air,Route A,723.77
haircare,SKU1370,20.34,50,780,9005.72,Female,91,12,40,28,Carrier C,518.12,Supplier 4,Delhi,29,105,16,95.73,Pass,3.62731,Air,Route C,980.4
skincare,SKU1371,25.49,99,406,8571.71,Female,57,23,23,14,Carrier A,141.38,Supplier 1,Bangalore,24,853,5,70.15,Pass,4.331942,Sea,Route A,722.55
cosmetics,SKU1372,6.08,78,830,6430.79,Male,34,8,15,5,Carrier C,713.45,Supplier 1,Kolkata,2,923,20,38.38,Pending,1.103533,Air,Route C,635.03
skincare,SKU1373,81.34,51,382,6393.25,Unknown,63,25,78,27,Carrier C,637.54,Supplier 2,Kolkata,18,632,3,72.74,Pending,0.670058,Rail,Route C,362.77
haircare,SKU1374,66.22,34,187,7271.41,Non-binary,62,28,43,10,Carrier A,855.05,Supplier 3,Bangalore,3,645,6,52.63,Pending,2.180854,Air,Route C,876.11
haircare,SKU1375,59.98,16,412,9573.62,Unknown,15,27,55,18,Carrier A,998.83,Supplier 2,Delhi,4,819,29,33.67,Pass,2.735049,Rail,Route C,697.54
haircare,SKU1376,88.44,12,868,4520.96,Non-binary,64,7,90,6,Carrier C,900.56,Supplier 1,Mumbai,1,292,28,72.84,Fail,1.676065,Sea,Route A,462.07
cosmetics,SKU1377,91.9,91,636,7126.34,Male,32,15,68,18,Carrier A,671.83,Supplier 1,Mumbai,27,662,26,50.28,Fail,2.216028,Rail,Route C,671.6
skincare,SKU1378,61.04,39,722,3551.17,Non-binary,30,8,80,10,Carrier C,413.23,Supplier 1,Delhi,4,691,25,84.98,Pass,1.1521,Air,Route B,408.16
cosmetics,SKU1379,5.88,29,320,4517.81,Non-binary,93,23,54,4,Carrier B,427.21,Supplier 5,Kolkata,2,297,11,32.31,Pass,3.314055,Sea,Route A,340.31
cosmetics,SKU1380,80.95,19,510,6776.55,Non-binary,83,21,16,20,Carrier B,707.34,Supplier 3,Bangalore,18,508,19,49.36,Pending,3.157126,Rail,Route A,882.3
skincare,SKU1381,58.92,79,3,3944.38,Unknown,28,16,98,1,Carrier B,628.39,Supplier 4,Chennai,5,476,22,86.78,Pass,2.338896,Air,Route C,716.63
haircare,SKU1382,8.33,72,893,6223.02,Unknown,79,8,73,17,Carrier C,899.88,Supplier 5,Bangalore,4,131,23,45.16,Pass,1.999657,Air,Route A,147.74
cosmetics,SKU1383,95.79,76,831,8374.08,Male,37,25,68,20,Carrier B,574.13,Supplier 5,Delhi,27,122,22,68.58,Pass,4.607275,Road,Route B,305.69
